"Date","Price","Open","High","Low","Vol.","Change %"
"05/27/2024","0.169070","0.166196","0.173278","0.164384","2.14B","1.74%"
"05/26/2024","0.166181","0.174017","0.174701","0.165670","1.89B","-4.43%"
"05/25/2024","0.173884","0.163808","0.174111","0.162759","1.97B","6.16%"
"05/24/2024","0.163800","0.159699","0.172666","0.155416","4.24B","2.56%"
"05/23/2024","0.159710","0.166296","0.169208","0.152849","3.16B","-3.96%"
"05/22/2024","0.166298","0.170355","0.174535","0.161875","2.80B","-2.39%"
"05/21/2024","0.170365","0.165773","0.173132","0.160884","3.75B","2.70%"
"05/20/2024","0.165888","0.149103","0.166184","0.147886","2.41B","11.25%"
"05/19/2024","0.149113","0.153051","0.155991","0.147838","1.18B","-2.57%"
"05/18/2024","0.153051","0.155554","0.156847","0.151399","1.13B","-1.60%"
"05/17/2024","0.155545","0.149703","0.156379","0.149397","1.75B","3.90%"
"05/16/2024","0.149705","0.155369","0.159079","0.148824","2.11B","-3.64%"
"05/15/2024","0.155367","0.145467","0.156878","0.145307","2.85B","6.79%"
"05/14/2024","0.145483","0.148624","0.155009","0.144332","2.95B","-2.10%"
"05/13/2024","0.148597","0.141219","0.157001","0.135943","3.76B","5.24%"
"05/12/2024","0.141200","0.143057","0.144437","0.139790","1.20B","-1.30%"
"05/11/2024","0.143055","0.143903","0.146193","0.142636","849.02M","-0.59%"
"05/10/2024","0.143903","0.152173","0.153586","0.142498","1.87B","-5.39%"
"05/09/2024","0.152109","0.143223","0.153972","0.143213","1.90B","6.20%"
"05/08/2024","0.143231","0.149983","0.151917","0.142140","2.02B","-4.50%"
"05/07/2024","0.149985","0.156481","0.159854","0.149503","2.07B","-4.15%"
"05/06/2024","0.156481","0.160945","0.169034","0.154158","3.23B","-2.77%"
"05/05/2024","0.160944","0.160141","0.163302","0.154678","2.46B","0.50%"
"05/04/2024","0.160137","0.146054","0.169272","0.145828","4.79B","9.64%"
"05/03/2024","0.146051","0.132000","0.147893","0.131246","2.34B","10.64%"
"05/02/2024","0.132005","0.130221","0.134282","0.124105","2.66B","1.37%"
"05/01/2024","0.130221","0.133360","0.133882","0.120207","4.68B","-2.29%"
"04/30/2024","0.133274","0.143423","0.145949","0.129598","2.61B","-7.08%"
"04/29/2024","0.143422","0.146687","0.148056","0.139841","1.91B","-2.25%"
"04/28/2024","0.146716","0.147730","0.151010","0.146129","1.03B","-0.69%"
"04/27/2024","0.147730","0.147938","0.149624","0.143252","1.48B","-0.14%"
"04/26/2024","0.147936","0.151271","0.151761","0.146977","1.51B","-2.20%"
"04/25/2024","0.151269","0.151317","0.154123","0.147573","1.87B","-0.04%"
"04/24/2024","0.151328","0.159819","0.164282","0.149482","2.82B","-5.32%"
"04/23/2024","0.159825","0.161220","0.162933","0.156965","1.67B","-0.87%"
"04/22/2024","0.161230","0.158709","0.163278","0.156594","2.07B","1.82%"
"04/21/2024","0.158353","0.162693","0.165782","0.155160","2.09B","-2.67%"
"04/20/2024","0.162701","0.155915","0.164596","0.150793","2.81B","4.33%"
"04/19/2024","0.155947","0.152233","0.156981","0.139896","4.06B","2.43%"
"04/18/2024","0.152249","0.147638","0.153713","0.141147","3.35B","3.13%"
"04/17/2024","0.147630","0.156027","0.158605","0.144660","3.23B","-5.38%"
"04/16/2024","0.156026","0.161240","0.162332","0.146425","4.01B","-3.25%"
"04/15/2024","0.161262","0.162287","0.168936","0.150571","5.98B","-0.64%"
"04/14/2024","0.162298","0.152327","0.164427","0.143959","6.22B","6.55%"
"04/13/2024","0.152326","0.174163","0.175783","0.131151","7.89B","-12.54%"
"04/12/2024","0.174163","0.193828","0.200905","0.162235","5.59B","-10.15%"
"04/11/2024","0.193838","0.199734","0.203273","0.190004","3.08B","-2.95%"
"04/10/2024","0.199735","0.189114","0.202056","0.181074","4.07B","5.64%"
"04/09/2024","0.189076","0.202632","0.203352","0.185924","3.26B","-6.69%"
"04/08/2024","0.202638","0.198875","0.208578","0.195733","2.96B","1.89%"
"04/07/2024","0.198884","0.185801","0.204504","0.185511","4.33B","7.05%"
"04/06/2024","0.185785","0.177212","0.187696","0.176456","2.73B","4.86%"
"04/05/2024","0.177167","0.179992","0.180527","0.167624","3.29B","-1.57%"
"04/04/2024","0.179991","0.175215","0.188199","0.172006","3.50B","2.72%"
"04/03/2024","0.175218","0.182334","0.187470","0.170170","5.07B","-3.90%"
"04/02/2024","0.182334","0.205167","0.205167","0.180277","5.96B","-11.13%"
"04/01/2024","0.205173","0.220113","0.220113","0.197712","5.02B","-6.78%"
"03/31/2024","0.220106","0.199160","0.223900","0.199160","3.42B","10.52%"
"03/30/2024","0.199157","0.212930","0.216730","0.197491","3.61B","-6.47%"
"03/29/2024","0.212930","0.220140","0.224607","0.208571","4.95B","-3.28%"
"03/28/2024","0.220159","0.190489","0.228015","0.189283","9.33B","15.59%"
"03/27/2024","0.190473","0.182271","0.191614","0.179507","6.52B","4.53%"
"03/26/2024","0.182226","0.175277","0.186253","0.174878","4.55B","3.96%"
"03/25/2024","0.175283","0.176594","0.186747","0.170050","4.47B","-0.74%"
"03/24/2024","0.176593","0.161726","0.179859","0.161485","4.60B","9.20%"
"03/23/2024","0.161711","0.152968","0.174737","0.151768","5.14B","5.73%"
"03/22/2024","0.152946","0.155459","0.164938","0.145530","5.38B","-1.62%"
"03/21/2024","0.155463","0.152044","0.159614","0.146761","5.19B","2.26%"
"03/20/2024","0.152034","0.128932","0.152975","0.123196","7.07B","17.90%"
"03/19/2024","0.128956","0.143500","0.145121","0.125408","6.86B","-10.14%"
"03/18/2024","0.143501","0.154157","0.154217","0.140032","3.37B","-6.91%"
"03/17/2024","0.154155","0.142515","0.158567","0.137215","4.39B","8.12%"
"03/16/2024","0.142572","0.163504","0.165056","0.138395","4.75B","-12.70%"
"03/15/2024","0.163314","0.177194","0.181241","0.152347","6.54B","-7.81%"
"03/14/2024","0.177141","0.169020","0.191799","0.165343","10.01B","4.80%"
"03/13/2024","0.169034","0.168220","0.174333","0.165097","3.32B","0.48%"
"03/12/2024","0.168225","0.182104","0.183288","0.157987","4.47B","-7.62%"
"03/11/2024","0.182093","0.169990","0.182935","0.160589","4.97B","7.12%"
"03/10/2024","0.169989","0.178776","0.179509","0.165387","3.85B","-4.91%"
"03/09/2024","0.178757","0.169893","0.184630","0.163479","6.05B","8.60%"
"03/08/2024","0.164606","0.157643","0.175376","0.155167","7.40B","4.42%"
"03/07/2024","0.157642","0.157792","0.162273","0.146634","5.74B","-0.10%"
"03/06/2024","0.157793","0.153424","0.179268","0.146629","7.94B","2.84%"
"03/05/2024","0.153434","0.181914","0.206077","0.129484","16.97B","-15.54%"
"03/04/2024","0.181668","0.153927","0.184677","0.147316","11.14B","17.98%"
"03/03/2024","0.153978","0.141931","0.156039","0.124954","8.40B","8.47%"
"03/02/2024","0.141959","0.139533","0.150487","0.136505","7.35B","1.74%"
"03/01/2024","0.139538","0.117209","0.144887","0.117203","9.25B","19.05%"
"02/29/2024","0.117212","0.115953","0.134850","0.111657","12.43B","1.09%"
"02/28/2024","0.115953","0.097589","0.122303","0.094467","11.47B","18.81%"
"02/27/2024","0.097597","0.089285","0.100428","0.088534","6.33B","9.31%"
"02/26/2024","0.089285","0.086127","0.090011","0.084192","1.81B","3.67%"
"02/25/2024","0.086123","0.086155","0.086789","0.085281","869.52M","-0.04%"
"02/24/2024","0.086154","0.084477","0.086347","0.083890","1.04B","1.98%"
"02/23/2024","0.084483","0.084097","0.085521","0.082952","1.35B","0.44%"
"02/22/2024","0.084111","0.084566","0.085453","0.083089","1.16B","-0.54%"
"02/21/2024","0.084568","0.086170","0.086260","0.082039","1.40B","-1.86%"
"02/20/2024","0.086173","0.089411","0.091433","0.083179","2.72B","-3.62%"
"02/19/2024","0.089409","0.085189","0.090771","0.085056","2.20B","4.95%"
"02/18/2024","0.085189","0.083565","0.085706","0.082875","945.43M","1.95%"
"02/17/2024","0.083564","0.085927","0.086063","0.082033","1.13B","-2.75%"
"02/16/2024","0.085924","0.085288","0.087912","0.084163","1.37B","0.75%"
"02/15/2024","0.085287","0.085503","0.088147","0.083992","2.20B","-0.25%"
"02/14/2024","0.085502","0.081062","0.086973","0.080499","2.31B","5.48%"
"02/13/2024","0.081062","0.082211","0.082977","0.079860","1.32B","-1.41%"
"02/12/2024","0.082223","0.081224","0.082808","0.079494","1.33B","1.23%"
"02/11/2024","0.081224","0.081417","0.083373","0.080885","1.06B","-0.24%"
"02/10/2024","0.081416","0.081552","0.082143","0.080344","715.38M","-0.16%"
"02/09/2024","0.081550","0.079849","0.082122","0.079849","1.25B","2.13%"
"02/08/2024","0.079847","0.080118","0.080836","0.079572","849.47M","-0.34%"
"02/07/2024","0.080122","0.078481","0.080267","0.078173","763.61M","2.10%"
"02/06/2024","0.078472","0.078338","0.079171","0.077771","621.75M","0.17%"
"02/05/2024","0.078336","0.078293","0.080270","0.077376","857.22M","0.06%"
"02/04/2024","0.078290","0.078732","0.079957","0.078048","519.09M","-0.55%"
"02/03/2024","0.078722","0.079267","0.079494","0.078557","495.60M","-0.69%"
"02/02/2024","0.079271","0.079357","0.079941","0.078612","774.41M","-0.11%"
"02/01/2024","0.079356","0.078756","0.079793","0.077572","917.12M","0.76%"
"01/31/2024","0.078755","0.079725","0.080259","0.078078","1.03B","-1.22%"
"01/30/2024","0.079728","0.081364","0.082154","0.079473","1.16B","-2.01%"
"01/29/2024","0.081361","0.078826","0.082948","0.078199","2.07B","3.22%"
"01/28/2024","0.078823","0.080122","0.081423","0.078239","859.62M","-1.62%"
"01/27/2024","0.080124","0.079826","0.080670","0.079032","759.14M","0.37%"
"01/26/2024","0.079832","0.077915","0.080324","0.077558","997.96M","2.46%"
"01/25/2024","0.077918","0.079040","0.079227","0.077122","1.03B","-1.43%"
"01/24/2024","0.079049","0.078207","0.080613","0.077677","1.43B","1.08%"
"01/23/2024","0.078206","0.080509","0.081843","0.076022","2.10B","-2.86%"
"01/22/2024","0.080509","0.085437","0.085515","0.080130","2.42B","-5.72%"
"01/21/2024","0.085395","0.088713","0.091362","0.084799","3.29B","-3.81%"
"01/20/2024","0.088775","0.078537","0.091151","0.078214","2.47B","13.02%"
"01/19/2024","0.078546","0.078039","0.078804","0.075009","1.21B","0.66%"
"01/18/2024","0.078031","0.080582","0.080790","0.077296","994.51M","-3.17%"
"01/17/2024","0.080582","0.081341","0.081581","0.079503","768.33M","-0.93%"
"01/16/2024","0.081340","0.081059","0.082457","0.079901","931.79M","0.36%"
"01/15/2024","0.081050","0.080026","0.081732","0.079897","700.23M","1.28%"
"01/14/2024","0.080027","0.080909","0.083915","0.079724","1.38B","-1.09%"
"01/13/2024","0.080911","0.080110","0.081345","0.078685","799.89M","1.00%"
"01/12/2024","0.080108","0.084575","0.085423","0.077926","1.72B","-5.28%"
"01/11/2024","0.084574","0.082990","0.087889","0.082230","2.33B","1.91%"
"01/10/2024","0.082987","0.079232","0.084870","0.076613","2.16B","4.74%"
"01/09/2024","0.079229","0.081305","0.083406","0.077116","3.45B","-2.59%"
"01/08/2024","0.081336","0.078223","0.081727","0.074175","2.20B","3.98%"
"01/07/2024","0.078223","0.080586","0.081415","0.077142","1.46B","-2.93%"
"01/06/2024","0.080584","0.082656","0.082656","0.078410","1.74B","-2.51%"
"01/05/2024","0.082657","0.084008","0.084798","0.080806","2.24B","-1.61%"
"01/04/2024","0.084010","0.082003","0.084575","0.081142","2.09B","2.45%"
"01/03/2024","0.082002","0.091044","0.092124","0.077105","3.33B","-9.93%"
"01/02/2024","0.091043","0.091994","0.094339","0.090522","1.71B","-1.02%"
"01/01/2024","0.091986","0.089543","0.092074","0.088504","924.37M","2.73%"
